heart rate	C0034107
respiratory rate	C1443397
saturation	C0523807
dentures	C0011394
lymphadenopathy	C0497156
auscultation	C0004339
nondistended	C0577599
nontender	C0520960
Epidural site	C0456653
erythema	C0041834
drainage	C0012621
tenderness	C0234233
a dressing	C0013119
the sacral decubitus ulcer	C0558159
postthoracotomy syndrome	C0406844
the syndrome	C0039082
her thoracic aortic aneurysm repair	C0521233
the conservative therapy	C0459914
a spinal cord stimulator	C3878277
the procedure	C0184661
the procedure	C0184661
The spinal cord stimulator	C3878277
her pain pattern	C0578060
an epidural catheter	C0179751
The epidural	C0002913
the catheter	C0085590
the catheter	C0085590
her pain pattern	C0578060
that pain	C0030193
The epidural catheter	C0179751
The epidural	C0002913
epidural pump placement	C0456214
placement of epidural pump	C0456214
adressing change	C0085671
stabbing pain	C0278145
left-sided chest pain	C0541828
recurrent	C2945760
lung infections	C0876973
Decreased breath sounds	C0238844
left base	C0225732
coarse rales	C0425543
left base	C0225732
left	C0205091
chest wall pain	C0008035
stabbing pain	C0278145
sharp pain	C0455270
Atrovent	C0591130
nebulizers	C2919541
Albuterol	C0001927
neb	C2919541
spinal cord stimulator	C3878277
epidural	C0002913
Fentanyl patch 25 mcg an hour	C0785724
spinal cord stimulator	C3878277
Left hemidiaphragmatic	C1562252
paralysis	C0522224
antibiotic	C0003232
solution	C0037633
Fentanyl patch 25 mcg an hour	C0785724
Hydrocodone with Tylenol	C0717367
Flaccid paralysis	C0085620
bilateral lower extremities	C0230420
spinal cord stimulator	C3878277
musculoskeletal pain	C0026858
infusion	C0574032
morphine	C0026549
excision and closure flap of ischial decubitusin	C0191651
left	C0205091
sacral decubitus	C0558159
closure	C0185003
pump	C0182537
epidural	C0002913
excision and closure of ischial sacral decubitus	C0191651
left	C0205091
fluoroscope to guide	C0560563
LEFT KNEE OSTEOARTHRITIS	C4304075
LEFT TOTAL KNEE ARTHROPLASTY	C2732757
osteoarthritis	C0029408
left knee pain	C2142181
a cane	C0006856
MRI	C0024485
degenerative meniscus	C0559036
rest pain	C0234253
difficulties	C0332218
Pneumonia	C0032285
Hepatitis	C0019158
Anxiety neurosis	C1279420
shock therapy	C0013806
Total abdominal hysterectomy	C0404079
Tylenol	C0699142
DOXEPIN	C0013085
ITCHING	C0033774
her orthopaedic exam	C0475091
valgus	C0443344
a hematocrit	C0018935
Potassium	C0202194
surgery	C0543467
Her EKG	C1623258
a left total knee arthroplasty	C2732757
the procedure	C0184661
Her epidural catheter	C0179751
The Foley catheter	C0179802
difficulties voiding	C0241705
benzodiazepines	C4048284
Haldol	C0591585
agitation	C0085631
Kefzol	C0007546
Coumadin	C0699129
whiskey spirits	C0475610
Her hematocrit	C0018935
a PT	C0033707
Her PT	C0033707
Coumadin	C0699129
Tylenol #3	C0874799
Physical Therapy	C0949766
Physical Therapy	C0949766
a walker	C0043016
crutches	C0010397
edema	C0013604
her wound	C0043250
osteonecrotic defect	C0029445
femoral condyle	C0582800
left	C0205091
elective	C0439608
left total knee arthroplasty	C2732757
valgus	C0443344
instability	C1444783
slight	C2937276
effusion	C0013687
mild	C2945599
drains	C0180499
agitated	C0085631
slightly	C0750482
ABDOMINAL PAIN	C0000737
PARTIAL SMALL BOWEL OBSTRUCTION	C0281936
a low anterior resection	C1282272
a recurrence	C0034897
metastasis	C2939419
the pain	C0030193
nausea	C0027497
vomiting	C0042963
diarrhea	C0011991
decreased output from the ostomy	C0426737
the pain	C0030193
Percocet	C0086787
Naprosyn	C0700017
Demerol	C0935966
Temperature	C0204688
heart rate	C0034107
blood pressure	C0005824
oxygen saturation	C0523807
auscultation	C0004339
murmurs	C0018808
tympanic	C0426675
midepigastric tenderness	C0578093
palpation	C0030247
rebound	C0234246
The ostomy	C1955856
the ostomy bag	C0182097
guaiac	C2711635
edema	C0013604
Assessment	C1261322
laboratory studies	C0022885
white blood cell count	C0023508
hematocrit	C0018935
platelets	C0032181
lipase	C0373670
KUB	C0203102
multiple dilated loops of small bowel	C0577028
partial small bowel obstruction	C0281936
An nasogastric tube	C0085678
an H2 blocker	C0019593
bowel rest	C4039064
decompression	C1829459
the nasogastric tube	C0085678
The nasogastric tube	C0085678
The pain	C0030193
clear liquid diet	C2184084
Zantac	C0592278
Simethicone	C0037138
recurrent	C2945760
metastasis	C2939419
mildly	C2945599
distended	C0038999
some	C0205392
minimal	C0547040
back pain	C0004604
preoperative	C0445204
medications	C0013216
midepigastric abdominal pain	C0232493
anterior	C0205094
diverting ileostomy	C0023985
left colon	C0227388
spikes	C0442805
fever	C0015967
Pneumonia	C0032285
Pill esophagitis	C0267099
Right ventricular hypokinesis	C0455855
Dobutamine stress test	C1828348
cardiac ultrasound	C0013516
EGD	C0079304
chest x-ray	C0039985
PICC placement	C1827584
diabetes mellitus	C0011849
hypertension	C0020538
COPD	C0024117
hypercholesterolemia	C0020443
depression	C0011581
CHF	C0018802
left-sided chest pain	C0541828
shortness of breath	C0013404
cough	C0010200
vomiting	C0042963
diarrhea	C0011991
sublingual nitroglycerin	C3466369
pain	C0030193
pain	C0030193
Aspirin	C0004057
Lopressor	C0700776
Insulin	C0021641
hyperglycemia	C0020456
EKG	C1623258
Insulin-dependent diabetes mellitus	C0011854
hypertension	C0020538
depression	C0011581
back pain	C0004604
COPD	C0024117
allergic rhinitis	C2607914
GERD	C0017168
obesity	C0028754
hyperlipidemia	C0020473
Codeine	C0009214
Atrovent	C0591130
Aspirin	C0004057
Flonase	C0286677
Quinine	C0034417
Celebrex	C0719198
Compazine	C0701017
Oxybutynin	C0069805
Amitriptyline	C0002600
Zyrtec	C0162723
Prozac	C0162373
Trazodone	C0040805
Humulin	C3538423
Albuterol	C0001927
Lasix	C0699992
Triamcinolone cream	C0360583
Miconazole cream	C1251997
Flovent	C0720466
Lisinopril	C0065374
KCl	C0032825
Protonix	C0876139
Lipitor	C0593906
Methadone	C0025605
blood pressure	C0005824
temperature	C0204688
pulse	C0034107
respiratory rate	C1443397
Obese	C0028754
poor hearing	C1384666
lymphadenopathy	C0497156
auscultation	C0004339
rales	C0034642
murmurs	C0018808
rubs	C0232267
gallops	C0232200
nontender	C0520960
nondistended	C0577599
edema	C0013604
DP	C1706488
glucose	C0337438
CBC	C0009555
white count	C0023508
hematocrit	C0018935
platelets	C0032181
Chest x-ray	C0039985
consolidation	C0702116
EKG	C1623258
sinus brady	C0085610
STT wave abnormalities	C0232326
MI	C0027051
MI	C0027051
cardiac markers	C1271630
a dobutamine stress test	C1828348
COPD	C0024117
the stress portion	C1998088
fever	C0015967
hypotension	C0020649
a cardiac echo ( transthoracic echocardiogram )	C0430462
This echo	C0013516
LV ejection fraction	C0428772
RVSP	C0456181
a hypotensive episode	C0520541
her EGD	C0079304
fluid bolus	C2317227
her tenuous hemodynamic status	C0948268
This stress test	C1384495
hypotension	C0020649
ischemia	C0022116
an EF	C0232174
dobutamine	C0012963
increased dyspnea	C0574066
a fever	C0015967
levofloxacin	C0282386
UTI	C0042029
low-grade fevers	C0239574
her chest x-ray	C0039985
ceftriaxone	C0007561
azithromycin	C0052796
gram-positive cocci	C0018155
vancomycin	C0042313
These bacteria	C0004611
MRSA	C1265292
her vancomycin	C0042313
PICC line	C0179740
nausea	C0027497
an EGD	C0079304
a hypotensive episode	C0520541
her EGD	C0079304
The EGD	C0079304
pill esophagitis	C0267099
pills	C0994475
Shortness of breath	C0013404
MRSA pneumonia	C1142536
vancomycin	C0042313
nasal cannula	C0878881
her pneumonia	C0032285
her right ventricular hypokinesis	C0455855
pulmonary hypertension	C0020542
chest CT	C0202823
yeast	C0043393
The rash	C0015230
The rash	C0015230
Tums	C0723950
Albuterol inhaler	C0354688
Lipitor	C0593906
Prozac	C0162373
Flovent inhaler	C0360575
Atrovent	C0591130
Ditropan	C0591395
Colace	C0282139
Aspirin	C0004057
Insulin NPH	C0021658
Nystatin Mouthwash	C1247198
Nexium	C0939400
Vancomycin	C0042313
some	C0205392
nausea	C0027497
prior	C0205156
EKG	C1623258
faint	C0439654
wheezes	C0043144
PT	C1720310
cardiac echo	C0013516
transthoracic echocardiogram	C0430462
diffusely	C0205219
hypokinetic	C0232172
new	C0205314
right upper lobe	C1261074
infiltrates	C0332448
some	C0205392
cough	C0010200
emesis	C0042963
esophageal ulcers	C0151970
fluttering chest	C0235239
some	C0205392
pain	C0030193
persistent	C0549178
lung volumes	C1287678
low	C0205251
another	C0205341
dobutamine stress test	C1828348
septal thinning	C3164773
mild	C2945599
some	C0205392
anterior	C0205094
urine	C0042036
legionella antigen	C1275772
vancomycin	C0042313
administration	C1533734
home	C0442519
fluid boluses	C2317227
some	C0205392
Nexium	C0939400
doses	C0178602
requirement	C0686904
oxygen	C0030054
oxygen	C0030054
requirement	C0686904
some	C0205392
erythematous rash	C1277298
some	C0205392
Miconazole Cream	C0360376
Nifedipine	C0028066
LV wall motion abnormality	C1997551
METASTATIC CANCER TO THE LIVER	C0494165
Metastatic cancer to the liver	C0494165
diabetes mellitus	C0011849
peripheral neuropathy	C0031117
rectal carcinoma	C0149978
premature ventricular contractions	C0151636
left hepatectomy	C0400436
an APR	C2004459
rectal carcinoma	C0149978
radiation therapy	C1522449
5FU	C0016360
fatigue	C0015672
dyspnea	C0013404
diabetes mellitus	C0011849
premature ventricular contractions	C0151636
rectal carcinoma	C0149978
diabetic neuropathy	C0011882
Diabeta	C0700718
Serax	C0029997
Sudafed	C0700727
Theo-dur	C0039771
Betoptic	C0699055
Propene	C0072221
Pred-Forte	C0699633
Percocet	C0086787
Proventil	C0699770
abdominoperineal resection	C2004459
The blood pressure	C0005824
pulse	C0034107
irregular	C0205271
respirations	C1443397
Cardiac examination	C0562319
The lung examination	C0436121
breath sounds	C1287665
obese	C0028754
masses	C1265602
the patient &apos;s extreme obesity	C0028756
The neurological examination	C0027853
a peripheral neuropathy	C0031117
A chest X-ray	C0039985
The electrocardiogram	C1623258
trigeminy	C0232119
hematocrit	C0018935
exploratory laparotomy	C0085704
left hepatectomy	C0400436
cholecystectomy	C0008320
the procedure	C0184661
blood	C0005767
transfused blood	C0005841
His nasogastric tube	C0085678
clear liquids	C2184084
his Jackson-Pratt drains	C1272738
his tubes	C0175730
drains	C0180499
His wound	C0043250
his colostomy	C0009410
Diabeta	C0700718
Serax	C0029997
Sudafed	C0700727
Theo-dur	C0039771
Betoptic	C0699055
Propene	C0072221
Pred-Forte	C0699633
Percocet	C0086787
Proventil	C0699770
right hemidiaphragmatic	C1562879
hemidiaphragmatic paralysis	C0035232
superior mesenteric angiogram	C0202926
celiac angiogram	C1628320
liver mass	C0240225
large	C0549177
neoplasm	C0027651
poorly differentiated	C0205617
metastatic rectal	C0346975
discontinued	C1444662
no known drug allergies	C0262581
frequent	C0332183
ectopic beats	C1399226
right upper quadrant tenderness	C3164070
epigastric tenderness	C0578093
mild	C2945599
colostomy	C0009410
intact	C0205266
decreased sensation	C0020580
lower extremities	C0230420
decreased strength	C0151786
upper and lower extremities	C1268261
right hemidiaphragmatic	C1562879
elevation	C0702240
superior mesenteric artery angiography	C0202926
celiac angiography	C1628320
preoperative	C0445204
blood loss	C0019080
underlying	C0205275
medical condition	C1690487
premature ventricular contractions	C0151636
occasional	C0521114
ADA 1800 kilocalorie diet	C2930544
regular	C0205272
medications	C0013216
same	C0445247
Eosinophilia	C2240374
Atrial fibrillation	C0004238
Congestive heart failure	C0018802
Left subclavian vein thrombosis	C4047693
Urinary tract infection	C0042029
metastatic papillary carcinoma of the thyroid	C0278851
weight loss	C1262477
shortness of breath	C0013404
weakness	C3714552
fatigue	C0015672
her upper respiratory tract infection	C0041912
her weakness	C3714552
a white blood cell count	C0023508
further evaluation	C0420266
a chest x-ray	C0039985
The liver function tests	C0023901
an alkaline phosphatase	C0201850
LDH	C0202113
SGOT	C0201899
albumin	C0201838
A peripheral blood smear	C0430246
Chromosomal studies	C1273411
A bone scan	C0203668
an old fracture	C0585013
A thyroid ultrasound	C0412519
an abdominal CT	C0412620
an enlarged spleen	C0038002
metastases papillary carcinoma of the thyroid	C0278851
An upper gastrointestinal	C1313898
The small bowel follow through	C1689960
A thyroid scan	C0373397
decreased function	C0205161
A chest CT	C0202823
a decreased appetite	C0232462
weight loss	C1262477
lower extremity edema	C0239340
left upper extremity swelling	C2038765
increased shortness of breath	C0574066
papillary thyroid carcinoma	C0238463
radiation exposure	C0015333
thyroid carcinoma	C3163939
exposure to tuberculosis	C0149796
atrial fibrillation	C0004238
Digoxin	C0012265
Lanoxin	C0699988
Lasix	C0699992
Her vital signs	C0150404
a blood pressure	C0005824
pulse	C0034107
respirations	C1443397
temperature	C0204688
jugular venous distention	C1167958
bruits	C0006318
the white blood count	C0023508
a differential	C0162401
Her hematocrit	C0018935
hemoglobin	C0587341
platelet count	C0032181
PT	C0033707
PTT	C0030605
erythrocyte sedimentation rate	C1176468
calcium	C0201925
phosphorus	C0202178
sodium	C0337443
potassium	C0202194
BUN	C0005845
total protein	C0555903
albumin	C0201838
globulin	C0877347
alkaline phosphatase	C0201850
SGOT	C0201899
Digoxin level	C0337449
papillary carcinoma of the thyroid	C0238463
bone involvement	C0153690
lung involvement	C0153676
myeloproliferative / myelodysplastic disorder	C1301355
the hyper-eosinophilic syndrome	C0206141
a bone marrow aspirate biopsy	C1271729
A lung biopsy	C0189485
Vitamin K therapy	C3661582
PTs	C0033707
a thrombosis of the left subclavian vein	C4047693
some thrombosis of the left internal jugular vein	C4047797
A head CT	C0202691
any metastatic process	C2939419
the patient &apos;s eosinophilia	C2240374
Bactrim	C0591139
diarrhea	C0011991
papillary thyroid carcinoma	C0238463
pulmonary metastases	C0153676
surgical intervention	C0543467
repair	C0374711
Her rate	C0034107
Digoxin	C0012265
Calcium levels	C0201925
Anticoagulation	C0150457
Coumadin	C0699129
a PT	C0033707
local control	C2587213
Metastatic papillary thyroid carcinoma	C0278851
Coumadin	C0699129
prednisolone	C0032950
hydrochlorothiazide	C0020261
potassium chloride	C0032825
Augmentin	C0591132
Digoxin	C0012265
Tylenol	C0699142
Carafate	C0740157
Synthroid	C0728762
potassium	C0202194
PT	C0033707
a low sodium diet	C0012169
a PT	C0033707
Coumadin	C0699129
RIGHT	C0205090
THYROID PAPILLARY CARCINOMA	C0238463
Right	C0205090
thyroid papillary carcinoma	C0238463
progressive	C0205329
weakness	C3714552
serious	C0205404
upper respiratory tract infection	C0041912
weight loss	C1262477
benign	C0205183
renal cyst	C3887499
no known drug allergy	C0262581
definite	C0439544
S3	C0232237
polys	C1271714
bands	C0200634
lymphocytes	C0200635
monocytes	C0200637
eosinophils	C0200638
myelocytes	C0455284
mild	C2945599
urinary tract infection	C0042029
right	C0205090
thyroidectomy	C0040145
autotransplantation	C0040736
right upper parathyroid gland	C0229591
slight	C2937276
hoarseness in her voice	C0019825
weekly	C0332174
blood tests	C0018941
eosinophils	C0200638
Pulmonary metastases	C0153676
bone metastases	C0153690
iliac	C0020889
right	C0205090
leg edema	C0239340
Chronic	C0205191
numbers	C0237753
increased	C0205217
manubrium	C0024764
increased	C0205217
uptake	C0201807
thyroid mass	C0349453
inferior	C0542339
lytic lesion	C0221204
iliac bone	C0020889
right	C0205090
lytic lesion	C0221204
Biopsy	C0005558
displacement	C0012727
thyroid	C0040132
mass	C0577559
calcifications	C2242558
right side	C0450415
pulmonary nodule	C2350019
small	C0700321
necrotic	C0027540
mass	C0577559
profound	C0439808
weakness	C3714552
needle biopsy	C0005560
thyroid nodule	C0040137
right	C0205090
right	C0205090
firm	C0205233
thyroid mass	C0349453
nontender	C0520960
basilar dullness	C0238997
right basilar	C0225706
4+ edema	C1720667
knees bilaterally	C0230434
increased eosinophilic proliferation	C2240374
markedly	C0522501
edema upper extremity	C0522035
left	C0205091
sliding scale	C4316337
heparin	C0019134
prednisone	C0032952
tracheotomy	C0040591
membranous	C0205287
right posterior	C0456855
diuresis	C0445398
gentle	C2945599
Solu-Medrol	C0701466
therapy	C0087111
asymptomatic	C0231221
atrial fibrillation	C0004238
anticoagulated	C0449867
effectively	C1704419
carcinoma	C0007097
invasive	C0205281
elevated	C0439775
left arm	C0230330
radiation therapy	C1522449
right neck	C0230074
right	C0205090
iliac crest	C0223651
Acute inferior myocardial infarction	C0264700
Hypertension	C0020538
Gout	C0018099
Right heart catheterization	C0189896
coronary angiography	C0085532
Aspirin	C0004057
Plavix	C0633084
Atenolol	C0004147
acute inferior myocardial infarction	C0264700
cardiac catheterization	C0018795
angioplasty	C0162577
hypertension	C0020538
chest discomfort	C0235710
shortness of breath	C0013404
An electrocardiogram	C1623258
acute inferior myocardial infarction	C0264700
the chest pain	C0008031
cardiac catheterization	C0018795
Aggrastat	C0656369
pain	C0030193
Hypertension	C0020538
gout	C0018099
Blood pressure	C0005824
The heart rate	C0034107
JVP	C1287691
an S4	C0425593
pedaledema	C0574002
The neurological examination	C0027853
The electrocardiogram	C1623258
Total cholesterol	C1445957
LDL	C0202117
HDL	C0392885
Triglycerides	C0202236
Coronary angiography	C0085532
right heart catheterization	C0189896
complications	C0009566
totally occluded	C0001168
The RCA occlusion	C1290385
intervention	C0344093
right heart catheterization	C0189896
The RA	C0456165
PA	C0428642
a mean	C0445074
PCW	C0034094
the RV tracing	C0199645
disoriented	C0233407
An echocardiogram	C0013516
the LV function	C1287715
an ejection fraction	C0232174
inferoposteriorakinesis	C0232171
hypokinesis	C0232172
angina	C0002962
Stent placement	C0522776
RCA	C1261316
Peak	C0444505
CPK	C0201973
mild	C2945599
atherosclerotic	C0004153
confused	C0683369
upstroke	C0429867
Carotid	C0007272
Femoral pulses	C0232148
distal pulses	C1287726
percutaneous intervention of the RCA	C1532338
RCA	C1261316
infarct	C0021308
RV	C0225883
infarct	C0021308
RV	C0225883
A wave	C2599617
clear	C2963144
dilatation	C0012359
post	C0687676
stent	C0038257
Qwaves	C1287077
small	C0700321
3	C0449214
F	C0449215
ST elevation	C0520886
2	C0449213
3	C0449214
F	C0449215
ST Depression	C0520887
1	C0449212
L	C0449216
V2	C0441908
3	C0449214
40% stenosis	C0333183
proximal segment	C0449638
Duet	C0687568
debulking of tumor	C1706406
stulz neuro navigation	C3879162
gait difficulty	C0575081
laryngeal cancer	C0007107
CVA	C0038454
hypertension	C0020538
progressive difficulty in ambulation	C4040706
problems ambulating	C0311394
difficulty buttoning his shirt	C0562921
a stroke	C0038454
a hard time walking	C0311394
a cane	C0006856
his gait weakness	C2316224
his symptoms	C0159028
unsteady	C0439829
a walker	C0043016
a CG scan	C0040405
a mass in the right parietal lobe	C4047371
further workup	C0420266
the mass	C0577559
blurry vision	C0344232
headache	C0018681
nausea	C0027497
vomiting	C0042963
paresthesias	C0030554
confusion	C0683369
seizures	C0036572
radiation therapy	C1522449
resection	C0728940
reconstruction	C0524865
his laryngeal cancer	C0007107
Hypertension	C0020538
CVA	C0038454
diabetes	C0011849
laryngeal cancer	C0007107
prostatectomy	C0033573
BPH	C1704272
total knee replacement	C0086511
appendectomy	C0003611
Plavix	C0633084
Lipitor	C0593906
HCTZ	C0020261
Monopril	C0728957
Viagra	C0663448
NKDA	C0262581
CAD	C1956346
diabetes	C0011849
CVA	C0038454
hypercholesterolemia	C0020443
Afebrile	C0277797
vital signs	C0150404
a blood pressure	C0005824
nystagmus	C0028738
retinal hemorrhages	C0035317
poor dentition	C1268768
thyromegaly	C0018021
egophony	C0231872
heave	C1720139
nontender	C0520960
nondistended	C0577599
hepato	C0019209
splenomegaly	C0038002
CVA tenderness	C0235634
petechiae	C0031256
White blood cell count	C0023508
INR	C0525032
Echocardiogram	C0013516
an EF	C0232174
Chest xray	C0039985
consolidation	C0702116
signs of edema	C0013604
CT	C0040405
metastatic disease	C2939419
primary CNS neoplasm	C0085136
glioblastoma	C0017636
MRI	C0024485
his tumor	C0027651
his symptoms	C0159028
open debulking	C1706406
a pathologic diagnosis	C0332142
debulking	C1706406
the tumor	C0027651
stulz neuro navigation	C3879162
the procedure	C0184661
preoperative assessment	C1293091
Transcranial Dopplers	C0206077
surgery	C0543467
Decadron	C0740057
swelling	C0038999
Fragmin	C0917726
DVT prophylaxis	C2585945
Dilantin levels	C0202454
an inability to void	C0080274
a 16 French Coude catheter	C0179802
voiding trials	C0403742
a 16 Coude catheter	C0179802
voiding trials	C0403742
Flomax	C0662903
the operation	C0543467
po Decadron	C3224417
Mannitol	C0024730
His pathology	C0420637
The patient &apos;s pain	C0030193
his pain	C0030193
his serum electrolytes	C1287347
sodium	C0037473
fluid restriction	C0204700
his sodium levels	C0337443
his plasma sodium	C1272109
fluid restriction	C0204700
Mannitol	C0024730
hard of hearing	C1384666
complaints of pain	C0436561
Lipitor	C0593906
Captopril	C0006938
Nexium	C0939400
Colace	C0282139
Ativan	C0699194
anxiety	C0003467
Allegra	C1110594
Dilantin	C0699512
Zinc	C0043481
Vitamin C	C0003968
Flomax	C0662903
Fragmin	C0917726
Levofloxacin	C0282386
Dexamethasone	C0011777
The steroid	C0038317
The staples	C0524724
any bleeding	C0019080
wound infection	C0043241
fever	C0015967
intractable nausea and vomiting	C3697880
headache	C0018681
dizziness	C0012833
numbness	C0028643
pain	C0030193
weakness	C3714552
surgery	C0543467
Dilantin	C0699512
distress	C0231303
other	C0205394
masses	C1265602
3/6 murmur	C0232251
systolic ejection murmur	C0277910
intention tremor	C0234376
left hand	C0230371
postoperative	C0032790
MRI	C0024485
post surgical	C0032790
changes	C0443172
repeat	C0205341
imaging	C0011923
some	C0205392
edema	C0013604
IV	C2317349
Decadron	C0740057
postoperative	C0032790
serum sodium	C0523891
physical therapy	C0949766
occupational therapy	C1318464
Right	C0205090
temporal tumor	C1263887
occipital tumor	C1263889
parietal tumor	C1263888
craniotomy	C0010280
right	C0205090
parietal	C0230004
occipital	C0230005
ADLs	C1290910
more difficulty	C3853152
feet	C0230473
uncoordination	C0520966
increasing	C0442808
weakness	C3714552
falls	C0085639
increasing	C0442808
difficulty	C0332218
weakness	C3714552
Positive	C1446409
CEA	C0014099
right	C0205090
exudates	C0015388
erythema	C0041834
pharynx	C0031354
posterior	C0205095
bilaterally	C0238767
salivary glands	C0036098
Prominent	C0205402
lymphadenopathy	C0497156
clavicular	C0230077
cervical lymphadenopathy	C0235592
para-auricular	C0230009
palpable	C0522499
thrill	C0232269
Right lower quadrant	C0230178
scar	C2004491
scar	C2004491
inferior	C0542339
midline	C0549183
deviation	C0012727
slight	C2937276
uvula	C0042173
tongue	C0040408
increased tone	C0026826
right upper extremity	C0230329
pronator drift	C1504476
left	C0205091
slight	C2937276
imaging	C0011923
relevant	C1301772
right parietal mass	C4047371
surrounding	C1282914
vasogenic edema	C0472387
right parietal mass lesion	C4047371
large	C0549177
spread	C0332261
ependymal	C0228092
tumor burden	C2919215
tremendous	C0522501
craniotomy	C0010280
right	C0205090
parietal	C0230004
occipital	C0230005
mass	C0577559
affect	C1280500
load	C3714444
IV	C2317349
Decadron	C0740057
glioma	C0017638
large	C0549177
pain medications	C0002771
IV	C2317349
pain medications	C0002771
po	C2316867
regimen	C1276413
po	C2316867
Regular insulin	C0021641
sliding scale	C0557977
Crackles	C0034642
right lung field	C0225706
Chest pain	C0008031
ENALAPRIL MALEATE	C0700452
chest pressure	C0438716
mi	C0027051
Chest pain	C0008031
Chest pain	C0008031
MI	C0027051
Echocardiogram	C0013516
MRA Kidney	C1691002
HTN	C0020538
hyperchol	C0020443
Pressure	C0460139
SOB	C0013404
nausea	C0027497
palpitations	C0030252
tremulousness	C1527384
diaphoresis	C0700590
HTN	C0020538
BP	C0005824
BP	C0005824
Pain	C0030193
MSO4	C0066814
BP	C0005824
MI	C0027051
eval	C1261322
demand ischemia	C4049375
HTN urgency	C0745138
PE	C0031809
BP	C0005824
Exam	C0031809
Labs	C0022885
CK	C0201973
Trop	C0523952
Hct	C0018935
MCV	C0863148
EKG	C1623258
LBBB	C0023211
CXR	C0039985
Captopril	C0006938
nitropaste	C3466236
pressure	C0460139
MSO4	C0066814
CP	C0008031
Echo	C0013516
MRA	C0243032
dissection	C0333288
urine catecholamines	C0523554
VMA	C0202247
Guaiac all stools	C2711635
iron studies	C0337439
Chest Pain	C0008031
captopril	C0006938
lopressor	C0700776
NTG paste	C3466236
Her CPress	C0438716
mi	C0027051
CPK	C0201973
TPN	C0030548
Hypertension	C0020538
captopril	C0006938
lopressor	C0700776
NTG paste	C3466236
MRA kidney	C1691002
stenosis	C1261287
CXR	C0039985
echo	C0013516
EF	C0232174
MR	C0026266
-24h urine study	C0455060
METOPROLOL TARTRATE	C0700548
LOPRESSOR	C0700776
No Known Allergies	C0262580
chest pressure	C0438716
new	C0205314
chest pressure	C0438716
drip	C2316391
NTG	C0017887
T	C0204688
P	C0034107
RR	C1443397
II / VI murmur	C0232250
systolic murmur	C0232257
protocol	C0442711
protocol	C0442711
CP	C0008031
parenchymal	C0524464
lesions	C0577305
mediastinal widening	C0746459
obvious	C0205379
flattening	C0333074
septal	C0442004
TR	C0040961
mild	C2945599
trace	C0442822
effusion	C0013687
erosive esophagitis	C0267055
CPR	C0007203
defib	C0397419
cough	C0010200
NITROGLYCERIN	C0017887
chest pain	C0008031
SBP	C0871470
insomnia	C0917801
HALOPERIDOL	C0018546
LEVOFLOXACIN	C0282386
HALOPERIDOL	C0018546
LEVOFLOXACIN	C0282386
LEVOFLOXACIN	C0282386
HALOPERIDOL	C0018546
LEVOFLOXACIN	C0282386
HALOPERIDOL	C0018546
OMEPRAZOLE	C0028978
ATENOLOL	C0004147
hematemesis	C0018926
erosive esophagitis	C0267055
bph ( benign prostatic hypertrophy )	C0005001
nph	C0020258
hydrocephalus	C0020255
dementia ( dementia )	C0497327
Esophagogastroduodenoscopy	C0079304
hematemesis	C0018926
TB	C0041296
CA	C0006826
SOB	C0013404
fever	C0015967
dysphagia	C0011168
chest pain	C0008031
HR	C0034107
BP	C0005824
O2sat	C0523807
Hct	C0018935
CXR	C0039985
Chest CT	C0202823
esophageal diverticulum	C0014854
malignancy	C0006826
alveolar hemorrhage	C0151701
aspirated blood	C0232077
scans	C0011923
hematemesis	C0018926
PPI	C0358591
clear liquids	C2184084
EGD	C0079304
a soft mechanical diet	C0301569
omeprazole	C0028978
CP	C0008031
atypical chest pain	C0262384
CK	C0201973
CP	C0008031
BP	C0005824
BP meds	C0003364
VS	C0150404
bleeding	C0019080
lopressor	C0700776
atenolol	C0004147
Levo	C0282386
flagyl	C0699678
aspiration pneumonia	C0032290
pneuomonitis	C3714636
obstructive uropathy	C0178879
UOP	C2919339
foley	C1970989
Bun	C0005845
Cr	C0201975
clear liquids	C2184084
bleed ing	C0019080
DNR	C0582114
CPR	C0007203
airway protection	C0150126
abnormal	C0205161
evaluation	C1261322
an esophageal bleed	C0239293
bleeding	C0019080
these erosions	C0333307
further studies	C0420266
abnormal	C0205161
biopsies	C0005558
malignancy	C0006826
Omeprazole	C0028978
LEVOFLOXACIN	C0282386
SERIOUS	C0205404
INTERACTION	C0687133
SERIOUS	C0205404
INTERACTION	C0687133
HALDOL	C0591585
IM	C0021492
SERIOUS	C0205404
INTERACTION	C0687133
HALDOL	C0591585
PO	C2316867
SERIOUS	C0205404
INTERACTION	C0687133
No Known Allergies	C0262580
right	C0205090
scrotal hydrocele	C1720771
substernal	C0230145
discomfort	C2364135
RLL	C1261075
infiltrate	C0332448
old	C0580836
B	C0238767
upper lung field	C0225756
granulomas	C0018188
distal 1/3 of esophagus	C0227191
thickened	C0205400
alveolar	C0225692
opacities	C1265876
multiple	C0439064
cystic	C0205207
hypodensities	C2937230
liver	C0023884
mulitple	C0439064
linear	C0205132
non-bleeding erosions	C0333307
irregular	C0205271
circumfrencial	C0205113
diet soft-mechanical	C0301569
follow-up	C0849584
intra-esophageal ultrasound	C1959831
some	C0205392
erosions in the esophagus	C0341117
special	C0205555
medications	C0013216
bleeding	C0019080
increasing	C0442808
discomfort	C2364135
previous	C0205156
